Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
2565,0.8001685768,0.0205942540,0.0040463482,0.0187500393,0.0334344798,0.0331862837,0.0080153808,0.0566323111,0.0009972629,0.0241750635
2566,0.4068362747,0.1692553526,0.0039291152,0.0523679507,0.1144723548,0.1366258875,0.0744718823,0.0129767921,0.0241919801,0.0048724100
2567,0.8163664534,0.0355516490,0.0056457309,0.0099217164,0.0349289837,0.0266156016,0.0160678946,0.0522410400,0.0003320199,0.0023289104
2568,0.2565995442,0.0071151338,0.0068446941,0.1212276142,0.0794317590,0.0849824408,0.0317776843,0.2238781329,0.0051636885,0.1829793083
2569,0.0604124285,0.7957398201,0.1012255673,0.0129068769,0.0021368733,0.0033233765,0.0094818540,0.0007376706,0.0127465019,0.0012890310
2570,0.7082752851,0.0291208840,0.0097562118,0.0317435162,0.0415860912,0.0280729256,0.0531246242,0.0903085860,0.0022305894,0.0057812864
2571,0.4376182467,0.5244155764,0.0017057946,0.0066296976,0.0129475472,0.0009426752,0.0119534340,0.0006847790,0.0002502275,0.0028520219
2572,0.1404952729,0.2474994931,0.0218457099,0.0332724883,0.0318649637,0.5039866382,0.0119079268,0.0018667921,0.0031049374,0.0041557778
2573,0.0249312388,0.0644691860,0.6077474155,0.0074509735,0.0123781272,0.1182553487,0.0170448234,0.0011414603,0.1444278536,0.0021535729
2574,0.3452109102,0.5457935652,0.0186533447,0.0071627325,0.0270684114,0.0188760759,0.0271558152,0.0034599543,0.0018095353,0.0048096554
2575,0.6030066525,0.0727583987,0.0016653141,0.2360929186,0.0128427981,0.0375002601,0.0208988304,0.0041693445,0.0006427931,0.0104226898
2576,0.7640072703,0.0091476936,0.0007920519,0.0206649218,0.0784958276,0.0286507791,0.0378820622,0.0396877535,0.0037798348,0.0168918053
2577,0.2206037272,0.0564062619,0.1483268734,0.0741754305,0.0826895227,0.1999244173,0.0507673000,0.0757319645,0.0696064376,0.0217680649
2578,0.7093791208,0.0738147316,0.0028480654,0.0109301688,0.0971814812,0.0376982890,0.0466970506,0.0187122245,0.0005479876,0.0021908805
2579,0.8775697249,0.0221781645,0.0022484195,0.0125977500,0.0194329475,0.0060592230,0.0240885660,0.0214298923,0.0004657232,0.0139295890
2580,0.8824459834,0.0179096212,0.0015564306,0.0037018906,0.0480218559,0.0042705660,0.0257283567,0.0074667055,0.0003811996,0.0085173905
2581,0.4305249791,0.0476842968,0.0503618477,0.0191853833,0.0770992348,0.1942158497,0.0725368220,0.0527579932,0.0132316226,0.0424019708
2582,0.2038936332,0.0207426314,0.0911077841,0.0388125892,0.3163734908,0.0736537483,0.0543823788,0.0062036312,0.1797844358,0.0150456773
2583,0.9179154726,0.0121871334,0.0054027606,0.0020744521,0.0217081009,0.0045235561,0.0247731701,0.0073119382,0.0002364436,0.0038669724
2584,0.8646073054,0.0535243815,0.0012770239,0.0045531540,0.0154850471,0.0046949263,0.0403581348,0.0127911203,0.0001191428,0.0025897639
2585,0.2130359936,0.0197905676,0.0047663030,0.1777527217,0.0878497792,0.4005806105,0.0325479630,0.0498054638,0.0046774136,0.0091931840
2586,0.5611041028,0.0511336548,0.0105938768,0.0772660689,0.0442008531,0.0624642333,0.0229108918,0.1111616376,0.0081273351,0.0510373459
2587,0.8775235024,0.0407079444,0.0021909917,0.0063055152,0.0297144830,0.0089900226,0.0117833799,0.0182677581,0.0002946601,0.0042217424
2588,0.8663773864,0.0464328324,0.0067676593,0.0030260476,0.0598161327,0.0030536204,0.0075579938,0.0015763620,0.0004856526,0.0049063127
2589,0.0466033840,0.7892131346,0.0173957247,0.0674875098,0.0326145407,0.0154840439,0.0223699376,0.0003920763,0.0059841644,0.0024554841
2590,0.0795919840,0.0470903703,0.2476090308,0.0124972299,0.0750971533,0.0428793932,0.0645581393,0.0548498356,0.3289513378,0.0468755258
2591,0.7124716852,0.0225101623,0.0057216229,0.0176988750,0.0436087024,0.0154078594,0.0190847165,0.1460962790,0.0036613272,0.0137387699
2592,0.1064810829,0.7527659609,0.0364052566,0.0594981126,0.0043964715,0.0154905826,0.0161206883,0.0025379712,0.0008034192,0.0055004541
2593,0.6848948945,0.1707523503,0.0181792804,0.0299186479,0.0135376133,0.0216683810,0.0143618995,0.0407292861,0.0014799286,0.0044777185
2594,0.3999955638,0.0326173139,0.1159942679,0.0537618898,0.1467239959,0.0835861419,0.0441648299,0.0767770489,0.0037279769,0.0426509710
2595,0.0603936819,0.1526909739,0.2492244694,0.0315634705,0.0097491181,0.4725576271,0.0119929956,0.0015150818,0.0076864991,0.0026260827
2596,0.3946753759,0.2615246798,0.0074911770,0.1762136851,0.0203174624,0.0300131639,0.0567073915,0.0357532252,0.0021626085,0.0151412307
2597,0.7822242274,0.0561502343,0.0006947713,0.0202905964,0.0213103172,0.0094631347,0.0502492354,0.0390548673,0.0006815048,0.0198811112
2598,0.9649174934,0.0123619929,0.0028000409,0.0014632539,0.0034681190,0.0021593687,0.0107008546,0.0004882681,0.0004236359,0.0012169724
2599,0.9243172479,0.0569173831,0.0003861165,0.0004086878,0.0040578351,0.0011108036,0.0094614371,0.0008409994,0.0001538999,0.0023455895
2600,0.7549520355,0.0843771905,0.0419456732,0.0257805771,0.0081993924,0.0263000596,0.0158998614,0.0374127725,0.0022910476,0.0028413902
2601,0.1147410153,0.0258215151,0.0241567277,0.0873192544,0.1851978565,0.1353448228,0.0363835244,0.3406050831,0.0340738945,0.0163563062
2602,0.8391148878,0.0251857327,0.0050816900,0.0063556951,0.0276106235,0.0144536652,0.0401703821,0.0214692852,0.0090033213,0.0115547170
2603,0.9156257180,0.0252974427,0.0134633866,0.0012231714,0.0037487695,0.0024127121,0.0056255104,0.0236528570,0.0003464822,0.0086039501
2604,0.7190053425,0.0300252201,0.0150038888,0.0073035683,0.0174358277,0.0063888828,0.0211875745,0.0753795241,0.0006991655,0.1075710057
2605,0.9160146216,0.0062989678,0.0014556021,0.0085933838,0.0098827316,0.0031837728,0.0185296167,0.0309913788,0.0003009133,0.0047490115
2606,0.9356272396,0.0111822792,0.0024212337,0.0007037650,0.0255175571,0.0075585653,0.0072339410,0.0072126930,0.0006922170,0.0018505092
2607,0.8749928460,0.0623301086,0.0312110030,0.0023703997,0.0047046878,0.0042378187,0.0120172798,0.0025562422,0.0002848079,0.0052948063
2608,0.5715277596,0.2538521127,0.0513309851,0.0214745491,0.0148034236,0.0304846446,0.0315044457,0.0017323867,0.0173403485,0.0059493442
2609,0.1201863042,0.1116198733,0.0261116628,0.3992882715,0.0401959196,0.1364006864,0.0429744050,0.0408518800,0.0588985494,0.0234724478
2610,0.0926377425,0.0377056533,0.0461470588,0.1638517906,0.0638431030,0.5058144391,0.0472114976,0.0144472556,0.0044015883,0.0239398711
2611,0.0472593193,0.7291180392,0.1791435906,0.0047297111,0.0019481636,0.0188675690,0.0094840228,0.0002154654,0.0083456897,0.0008884292
2612,0.8295691824,0.0277745528,0.0033910824,0.0038542481,0.0332351371,0.0144124494,0.0561026484,0.0239011053,0.0005730301,0.0071865640
2613,0.2930879599,0.4690023259,0.0763571533,0.0728926876,0.0103679431,0.0470521191,0.0096713424,0.0026138437,0.0069215038,0.0120331212
2614,0.6459748504,0.3102162378,0.0120680842,0.0070813779,0.0085435034,0.0010990719,0.0057361559,0.0014711431,0.0003548632,0.0074547122
2615,0.4163114494,0.0779105979,0.0708460768,0.0950805821,0.0468905873,0.0672883174,0.1150680238,0.0765884598,0.0152579638,0.0187579417
2616,0.9690078196,0.0098491113,0.0015576805,0.0003495163,0.0044713250,0.0018596625,0.0022944167,0.0087108537,0.0004462145,0.0014533999
2617,0.4813154424,0.1700185869,0.0092997860,0.0550433255,0.2096479590,0.0395319543,0.0235834993,0.0026925682,0.0019264649,0.0069404137
2618,0.9036494937,0.0750610896,0.0047055000,0.0029184941,0.0015222238,0.0022137537,0.0088164322,0.0002861758,0.0002308522,0.0005959849
2619,0.3495470820,0.0434921536,0.0575067657,0.0511333668,0.0543345919,0.0348747429,0.0795291289,0.2202643822,0.0183459532,0.0909718328
2620,0.9280844230,0.0155435108,0.0031993996,0.0015003694,0.0042485030,0.0006393952,0.0281896440,0.0057225659,0.0003815175,0.0124906715
2621,0.8540975418,0.0207111078,0.0099366620,0.0023236565,0.0094215938,0.0084124597,0.0528413558,0.0282887935,0.0039550784,0.0100117506
2622,0.7317068994,0.0423256367,0.0032651336,0.0536352601,0.0348032111,0.0565949153,0.0222727805,0.0324854506,0.0068757283,0.0160349843
2623,0.1584678496,0.6505669635,0.0185607150,0.0187712629,0.0218185722,0.0113299236,0.0156344103,0.0102922459,0.0821002624,0.0124577946
2624,0.1226001968,0.7358750439,0.0354110612,0.0407975570,0.0085407265,0.0367810697,0.0117383708,0.0011131363,0.0048786434,0.0022641942
2625,0.4161070466,0.0661514996,0.0031572988,0.0371135648,0.1755894546,0.0424239140,0.1789336625,0.0506123606,0.0052535913,0.0246576071
2626,0.8738084248,0.0229250522,0.0078156490,0.0009783319,0.0085967090,0.0040568000,0.0180745075,0.0511253222,0.0031628611,0.0094563423
2627,0.5042216647,0.0146534926,0.0050341360,0.0081364188,0.1682259000,0.0366907505,0.0637521083,0.1523028035,0.0024832173,0.0444995083
2628,0.6990812471,0.2107530455,0.0088754954,0.0143830826,0.0116649997,0.0031113469,0.0256670029,0.0224337662,0.0006809752,0.0033490386
2629,0.2523102977,0.0786321223,0.0598239454,0.0255582284,0.3482578391,0.0432759754,0.1072897561,0.0098261139,0.0460737896,0.0289519320
2630,0.0014427475,0.0145779761,0.9098170524,0.0003649320,0.0028475662,0.0040120180,0.0029349267,0.0000980748,0.0637415838,0.0001631226
2631,0.5592599542,0.0986441988,0.0178772491,0.0182566268,0.0795037154,0.0240267220,0.0312618588,0.0172228738,0.1409517981,0.0129950030
2632,0.0366280571,0.0201356282,0.0034902947,0.8279443743,0.0291352998,0.0633578383,0.0111844550,0.0020884816,0.0039134562,0.0021221148
2633,0.3968184717,0.1318997702,0.1265810157,0.0145964632,0.1789642476,0.0258508543,0.0938513710,0.0059535744,0.0114207543,0.0140634775
2634,0.1249734374,0.1113673752,0.4931382640,0.0247184951,0.0470965387,0.1236149134,0.0256304392,0.0051306100,0.0311688203,0.0131611067
2635,0.3313406758,0.0166552233,0.0063301840,0.0856162974,0.1325581559,0.1582640136,0.0828676082,0.0700915933,0.0137837456,0.1024925029
2636,0.9292472572,0.0178166930,0.0081175495,0.0021270071,0.0049775461,0.0076457615,0.0080337348,0.0061330776,0.0090591774,0.0068421958
2637,0.5647147631,0.1373627977,0.0142700733,0.0412665080,0.0717146191,0.0337407123,0.0568197555,0.0380074342,0.0089141692,0.0331891675
2638,0.2344855227,0.4274323551,0.0079825388,0.1835250219,0.0499444746,0.0126576663,0.0715823003,0.0035002220,0.0013861712,0.0075037270
2639,0.0121855383,0.0279152097,0.6321177840,0.0068018491,0.0076128551,0.1276208698,0.0053816150,0.0011034710,0.1749944302,0.0042663778
2640,0.3792355262,0.2125875201,0.0371470386,0.1050089687,0.0419236259,0.1447051371,0.0558441616,0.0124162086,0.0032990298,0.0078327835
2641,0.7679905047,0.0129856174,0.0015542008,0.0296125391,0.0541812781,0.0043324197,0.0836214108,0.0246997776,0.0026401722,0.0183820795
2642,0.8753248292,0.0272284598,0.0021887306,0.0046760615,0.0414708395,0.0068045659,0.0287673850,0.0075027346,0.0007936123,0.0052427815
2643,0.9567856780,0.0166968420,0.0003524446,0.0017112112,0.0119569603,0.0025036664,0.0073931150,0.0013219209,0.0002503753,0.0010277864
2644,0.8072227297,0.0166087530,0.0028603246,0.0011197298,0.0991271467,0.0054902963,0.0326436926,0.0307550325,0.0006055487,0.0035667461
2645,0.7185257617,0.0202147043,0.0039533358,0.0015273600,0.0921053317,0.0143757466,0.0350758693,0.0764197480,0.0017376595,0.0360644832
2646,0.6003981414,0.0232443248,0.0052942270,0.0090652514,0.1088564954,0.0226652886,0.0298487383,0.1555678013,0.0063727272,0.0386870045
2647,0.8048100361,0.0904781225,0.0028298168,0.0023175291,0.0630078112,0.0076729039,0.0169748919,0.0070135710,0.0011160828,0.0037792347
2648,0.7807874568,0.0358164176,0.0069033576,0.0070209539,0.0858982041,0.0132138998,0.0432808886,0.0088214532,0.0039506607,0.0143067076
2649,0.7201925532,0.0276112852,0.0121933002,0.0195258943,0.0304437182,0.0304901244,0.0418157029,0.1049892630,0.0041000751,0.0086380833
2650,0.5491299089,0.3193357580,0.0339774522,0.0372496457,0.0138986395,0.0083424327,0.0315708675,0.0010072592,0.0010434910,0.0044445451
2651,0.8840655695,0.0525302277,0.0089267049,0.0011864672,0.0071488263,0.0097349290,0.0098217559,0.0122590089,0.0007846916,0.0135418190
2652,0.7825318405,0.0278249920,0.0047307600,0.0140716665,0.0333049910,0.0105836182,0.0316306363,0.0622802277,0.0016140955,0.0314271723
2653,0.8281828670,0.0933057957,0.0016526139,0.0028634394,0.0397512101,0.0056017343,0.0143046322,0.0108439493,0.0001591489,0.0033346093
2654,0.3441531992,0.0500755310,0.0340284654,0.0256326998,0.0790829469,0.0931965561,0.0650379677,0.1034376923,0.0198674735,0.1854874681
2655,0.5401441713,0.1054495470,0.0013989544,0.3119851973,0.0079914050,0.0138388730,0.0135583609,0.0019750717,0.0012169182,0.0024415012
2656,0.1078260378,0.0083863740,0.0060555379,0.0128634687,0.0119509209,0.0343722050,0.0277971487,0.7538453049,0.0008766865,0.0360263156
2657,0.2236244916,0.0344785713,0.2848973784,0.0280679207,0.0309597063,0.3628320233,0.0125932952,0.0038642787,0.0137606338,0.0049217007
2658,0.8815656222,0.0355383004,0.0139710195,0.0005841089,0.0281259249,0.0096990706,0.0177466397,0.0055745465,0.0043401681,0.0028545992
2659,0.9613151701,0.0200216459,0.0006378053,0.0019034252,0.0021486188,0.0023338758,0.0046139480,0.0042964580,0.0001146654,0.0026143874
2660,0.0386854120,0.5599137057,0.0103115545,0.3715981272,0.0015360476,0.0098645797,0.0048513001,0.0003848805,0.0016420124,0.0012123803
2661,0.0440066297,0.0195354862,0.9035624082,0.0036578248,0.0087152019,0.0083198148,0.0044690586,0.0018953684,0.0042470226,0.0015911847
2662,0.1201580965,0.0615353865,0.0235743596,0.5213555762,0.0349290569,0.0758650173,0.0700845670,0.0155564809,0.0073287637,0.0696126953
2663,0.9074377874,0.0206072611,0.0016371009,0.0013267493,0.0372440728,0.0021175825,0.0126951636,0.0077199947,0.0001594342,0.0090548535
2664,0.1312396145,0.0032222253,0.0119225507,0.0039365523,0.0091227518,0.0183185214,0.0075166068,0.7949735744,0.0024502926,0.0172973102
2665,0.6389277784,0.0909936769,0.0045172713,0.0734360757,0.0466607643,0.0133393469,0.0888686178,0.0288371947,0.0021409731,0.0122783010
2666,0.0609203984,0.0788590613,0.6909807645,0.0063289511,0.0391358596,0.0248496896,0.0177608818,0.0071623333,0.0378228857,0.0361791747
2667,0.6654626484,0.1313130094,0.0047143312,0.0733586144,0.0091330504,0.0454452516,0.0339913948,0.0285783321,0.0019458130,0.0060575546
2668,0.1470844773,0.0226801538,0.0457007512,0.0164059192,0.0683842181,0.4380754844,0.0701326195,0.0414345494,0.1100121879,0.0400896391
2669,0.2382766644,0.7431448430,0.0012912566,0.0066723359,0.0021011221,0.0030786498,0.0040018249,0.0002386996,0.0005238918,0.0006707118
2670,0.0324327234,0.0183747371,0.7758933116,0.0095190823,0.0282208008,0.0984342580,0.0071508212,0.0011415692,0.0256553847,0.0031773117
2671,0.7715262641,0.1151653305,0.0012465087,0.0115530192,0.0365280221,0.0028900924,0.0509696572,0.0038374388,0.0029675033,0.0033161637
2672,0.7996642813,0.0858637105,0.0019406328,0.0195611187,0.0145222051,0.0084734391,0.0147632479,0.0438078957,0.0012534758,0.0101499931
2673,0.7386349496,0.0224477175,0.0081416024,0.0154698159,0.0396027761,0.0713567071,0.0422071638,0.0456801388,0.0023136487,0.0141454802
2674,0.5083360723,0.0207914711,0.0068077227,0.0117496892,0.0553930896,0.1163864102,0.0947462022,0.0203588171,0.1564540061,0.0089765194
2675,0.8982406117,0.0281800838,0.0010198196,0.0124809071,0.0078394153,0.0092891414,0.0143052096,0.0183860591,0.0003740815,0.0098846708
2676,0.5498045918,0.2403814699,0.0756335077,0.0148641104,0.0187890883,0.0165837651,0.0265032186,0.0263259698,0.0065843904,0.0245298881
2677,0.5601654219,0.0550588103,0.0091922649,0.0324472065,0.1301993605,0.0410539244,0.0289633779,0.0503159215,0.0525629627,0.0400407495
2678,0.3331179052,0.4261267493,0.1846060096,0.0118945080,0.0093955945,0.0118353886,0.0148830222,0.0022382559,0.0019891499,0.0039134168
2679,0.9238427194,0.0074684138,0.0105708490,0.0045016980,0.0062714195,0.0082091518,0.0054930102,0.0195661824,0.0059444754,0.0081320805
2680,0.8466175506,0.0185797521,0.0033050246,0.0020036127,0.0759992607,0.0060492522,0.0165755340,0.0264940146,0.0028986329,0.0014773655
2681,0.1504799416,0.3687414969,0.0082219300,0.1595393952,0.1858869386,0.0127023476,0.0811182192,0.0071242339,0.0076467628,0.0185387342
2682,0.8720867666,0.0375788926,0.0072545342,0.0059695518,0.0109729611,0.0040519060,0.0184727956,0.0268533520,0.0001740861,0.0165851538
2683,0.0565596798,0.2149969543,0.0086934853,0.5687115730,0.0201393814,0.0243291694,0.0456311465,0.0169664175,0.0057690950,0.0382030978
2684,0.1646871058,0.1287449445,0.4905681129,0.0124142716,0.0825813709,0.0201120095,0.0557822323,0.0134014147,0.0092699346,0.0224386033
2685,0.9368096004,0.0325208914,0.0011349826,0.0025492399,0.0024556693,0.0016073053,0.0170507236,0.0027315484,0.0007324916,0.0024075475
2686,0.7861433139,0.0461355153,0.0102544585,0.0070449611,0.0198269610,0.0352371052,0.0090489427,0.0793451039,0.0007774515,0.0061861869
2687,0.2178917892,0.0066587816,0.0058358292,0.0735096634,0.1230263262,0.4670640266,0.0501798467,0.0445266804,0.0035370617,0.0077699950
2688,0.0619223266,0.0646785373,0.0028556121,0.8024649508,0.0056211310,0.0436639924,0.0099586447,0.0011600805,0.0011888908,0.0064858338
2689,0.3086971857,0.1766593395,0.0917134379,0.0217091754,0.0288211546,0.0220052886,0.1051224812,0.1305118232,0.0049925063,0.1097676077
2690,0.8480788846,0.0313402941,0.0041586724,0.0033146497,0.0180860292,0.0232332886,0.0522050787,0.0119918904,0.0009941666,0.0065970456
2691,0.7471992251,0.1888318136,0.0030821750,0.0033936985,0.0055171729,0.0024647810,0.0358840841,0.0074063728,0.0031856298,0.0030350473
2692,0.0286776539,0.1051986339,0.7550716969,0.0018999366,0.0207236122,0.0067415064,0.0108160719,0.0032557199,0.0627324926,0.0048826757
2693,0.1084353475,0.1355913112,0.4253321889,0.0256919009,0.0490863210,0.1145670525,0.0798857895,0.0037233527,0.0432779122,0.0144088237
2694,0.2355432183,0.0366109268,0.0302775715,0.1719839122,0.0704800741,0.3793817210,0.0283735877,0.0199377935,0.0204430412,0.0069681538
2695,0.8421051595,0.0874254327,0.0014090798,0.0197904574,0.0072727494,0.0091881664,0.0134905177,0.0036077361,0.0010574214,0.0146532796
2696,0.2192434655,0.1551192481,0.5229897035,0.0109835909,0.0162483105,0.0264328764,0.0134020519,0.0102726145,0.0172114861,0.0080966525
2697,0.2900752869,0.2788552607,0.0046628824,0.3691013460,0.0140251082,0.0110314428,0.0215063919,0.0043266655,0.0015568818,0.0048587337
2698,0.8176984238,0.0421779669,0.0260174190,0.0076903348,0.0139057377,0.0510527452,0.0152046880,0.0141277661,0.0077476027,0.0043773158
2699,0.8207399709,0.0826716412,0.0022376022,0.0132262737,0.0228262226,0.0055043787,0.0297536277,0.0133081813,0.0005174493,0.0092146524
2700,0.5915642748,0.0360702157,0.0023917248,0.0189603778,0.0721684303,0.0379548397,0.1023200646,0.1012664781,0.0115159418,0.0257876525
2701,0.6216586231,0.2653374714,0.0029611613,0.0162820952,0.0263459969,0.0072934976,0.0525950281,0.0026697364,0.0007994625,0.0040569275
2702,0.5275024957,0.2582419553,0.0111831048,0.1177537690,0.0154731507,0.0184125374,0.0309664328,0.0026864187,0.0012623845,0.0165177511
2703,0.6912457774,0.0464193129,0.0021091853,0.0182333236,0.0137867208,0.0639658825,0.1315138464,0.0189799502,0.0020493878,0.0116966131
2704,0.1927392018,0.1965038952,0.0515200085,0.0244150154,0.3749299820,0.1015565036,0.0427845065,0.0043761540,0.0050780562,0.0060966767
2705,0.7655956290,0.0441154624,0.0007718950,0.0130733727,0.0236990345,0.0047273680,0.1098572787,0.0318566602,0.0012672648,0.0050360347
2706,0.9602437918,0.0062150905,0.0017511510,0.0028182635,0.0088141016,0.0012381390,0.0043402048,0.0133841421,0.0000624201,0.0011326955
2707,0.8133549805,0.0711813017,0.0323592687,0.0013480895,0.0236392326,0.0026776580,0.0195260382,0.0162529926,0.0020670214,0.0175934167
2708,0.2794739190,0.4297393354,0.0231477990,0.1592969023,0.0201854930,0.0294984821,0.0333448152,0.0088047609,0.0043707223,0.0121377708
2709,0.1123439294,0.0275491058,0.6602977695,0.0205225181,0.0181880834,0.0527725536,0.0216139277,0.0184098506,0.0204146038,0.0478876580
2710,0.6356095224,0.0173759627,0.0023785752,0.0630024582,0.1289415996,0.0287926452,0.0494191601,0.0589935642,0.0021142093,0.0133723033
2711,0.4766914933,0.2269623929,0.0025286340,0.0479302396,0.0588162513,0.0536484902,0.0711895070,0.0395748948,0.0162741900,0.0063839069
2712,0.2249134113,0.0344675943,0.0052655983,0.0452963293,0.1956753498,0.0193753352,0.2789987417,0.1403491006,0.0245429148,0.0311156247
2713,0.8990944843,0.0592770928,0.0040671364,0.0020169389,0.0220760535,0.0051680836,0.0032364485,0.0025217462,0.0014983634,0.0010436524
2714,0.8456561979,0.0242616535,0.0021884403,0.0034835232,0.0261614193,0.0063096194,0.0674002865,0.0115938881,0.0087206220,0.0042243498
2715,0.2189383148,0.0545498165,0.1991147912,0.0106941301,0.0842668946,0.1763417626,0.0767697213,0.0259842072,0.1100938958,0.0432464658
2716,0.8389224915,0.0178607482,0.0033509388,0.0073900356,0.0487964681,0.0168514590,0.0203476943,0.0080688340,0.0004151246,0.0379962059
2717,0.1962929939,0.6124584220,0.0111152644,0.1027526533,0.0063566065,0.0141279583,0.0292083262,0.0071818535,0.0124827576,0.0080231642
2718,0.0236435398,0.0478010616,0.7567348356,0.0419739749,0.0396264267,0.0481613102,0.0267013581,0.0020088311,0.0055502008,0.0077984613
2719,0.5489546325,0.0429622118,0.0340329186,0.0086134754,0.1927323063,0.0127870658,0.0460552944,0.0472971768,0.0247387464,0.0418261719
2720,0.9574584579,0.0079522403,0.0014001145,0.0006997672,0.0133810261,0.0026283448,0.0100941214,0.0027844976,0.0000994840,0.0035019461
2721,0.1904647201,0.6466385506,0.0062794765,0.0152771889,0.0144838234,0.0110352591,0.0736364274,0.0084545789,0.0075900231,0.0261399519
2722,0.2025702552,0.0957458014,0.0067394503,0.4575729338,0.0348942754,0.0791793174,0.0558272929,0.0068594340,0.0150491094,0.0455621302
2723,0.8689699013,0.0202761022,0.0015070773,0.0034861392,0.0303916358,0.0064201002,0.0112608926,0.0519473895,0.0008194446,0.0049213174
2724,0.5774506300,0.2841841051,0.0323515839,0.0148411658,0.0088716746,0.0049599985,0.0504855166,0.0196275756,0.0012786566,0.0059490932
2725,0.3053529766,0.5409376146,0.0232184953,0.0043540006,0.0607193250,0.0095196215,0.0393118802,0.0008515408,0.0147857185,0.0009488270
2726,0.3255381707,0.0194462793,0.0266724132,0.1298675092,0.0642834240,0.2939958167,0.0177597331,0.0589349324,0.0356288841,0.0278728374
2727,0.8677141665,0.0691457794,0.0035454786,0.0043636863,0.0305992019,0.0016125269,0.0095330485,0.0037908381,0.0001181358,0.0095771380
2728,0.2399755192,0.0773746625,0.0009452601,0.5732829800,0.0143813900,0.0082829793,0.0459288284,0.0286092523,0.0009265183,0.0102926098
2729,0.6882232359,0.0715797355,0.0007682871,0.0217877887,0.0366501036,0.0088352700,0.0222469281,0.1292280519,0.0010424869,0.0196381124
2730,0.7025804493,0.0862085154,0.0385452349,0.0169800835,0.0509175655,0.0314579246,0.0264954929,0.0209736332,0.0058402936,0.0200008072
2731,0.3538769306,0.1841301455,0.0190975569,0.1652321247,0.0910550917,0.0657958693,0.0584004005,0.0237120506,0.0064154935,0.0322843368
2732,0.8091561966,0.0471968893,0.0022579271,0.0339738883,0.0410059485,0.0172693324,0.0061192677,0.0346273763,0.0007314658,0.0076617081
2733,0.5189052361,0.1423051468,0.0025078727,0.0178827752,0.0902814119,0.0168120581,0.1243647147,0.0340254022,0.0045457121,0.0483696702
2734,0.6852949919,0.0715845504,0.0010277149,0.0406724981,0.0271114161,0.0618821383,0.0581171179,0.0407661671,0.0030667385,0.0104766667
2735,0.4261885626,0.0764196177,0.0098781053,0.1274019013,0.0763654512,0.1360154621,0.0581539118,0.0616715827,0.0052098924,0.0226955129
2736,0.3808924967,0.0131750136,0.0217385293,0.0682555424,0.2037595482,0.0281761511,0.0965851135,0.0718987298,0.0035699971,0.1119488784
2737,0.1209032431,0.0472797714,0.0284984861,0.1459206866,0.3020484993,0.1336897959,0.1678067328,0.0223641580,0.0238458513,0.0076427755
2738,0.8695794649,0.0221384943,0.0011589723,0.0020312241,0.0322550126,0.0087526471,0.0174950120,0.0399016003,0.0031436955,0.0035438770
2739,0.4916746322,0.0294891879,0.0911673107,0.0209033785,0.0309982085,0.0455321524,0.0766638225,0.1567648789,0.0149173248,0.0418891037
2740,0.7289024800,0.1820225197,0.0262414097,0.0077172103,0.0143897492,0.0068989722,0.0095874619,0.0150917167,0.0030268194,0.0061216608
2741,0.6405828477,0.0315122673,0.0022294390,0.0869544139,0.0505040768,0.0287916591,0.0706884558,0.0136068430,0.0018152849,0.0733147124
2742,0.0228307305,0.0196716782,0.7778349831,0.0106045372,0.0195106448,0.0808380522,0.0241142578,0.0005218857,0.0404234062,0.0036498242
2743,0.8759364321,0.0250889295,0.0055435694,0.0022954792,0.0155688804,0.0072189358,0.0091079631,0.0250246999,0.0007197758,0.0334953348
2744,0.9744483404,0.0076643883,0.0007398204,0.0012997123,0.0065152035,0.0026854872,0.0026758319,0.0026922408,0.0002203393,0.0010586359
2745,0.0162848925,0.0163104281,0.9036750093,0.0021380669,0.0042082545,0.0393971803,0.0038961677,0.0011472864,0.0110484902,0.0018942242
2746,0.8263092739,0.0261625694,0.0052764183,0.0062474990,0.0436982542,0.0160770456,0.0464525380,0.0210540018,0.0035866500,0.0051357498
2747,0.8621048697,0.0914342069,0.0009259877,0.0023405889,0.0094020013,0.0004032163,0.0235500800,0.0064370766,0.0005040708,0.0028979019
2748,0.8590542199,0.1097981329,0.0009635536,0.0108766634,0.0053478372,0.0015981752,0.0090820998,0.0019544782,0.0000942367,0.0012306031
2749,0.0613329113,0.9102146983,0.0036544428,0.0111135941,0.0025351208,0.0037618709,0.0034090115,0.0002102127,0.0027023738,0.0010657637
2750,0.0331921159,0.9132741713,0.0006684807,0.0403813148,0.0025763656,0.0025544322,0.0067604601,0.0001178469,0.0001032297,0.0003715827
2751,0.9380701756,0.0346292425,0.0016898012,0.0020881901,0.0093957501,0.0027114028,0.0055591516,0.0018210835,0.0002175707,0.0038176320
2752,0.6727081783,0.1584716174,0.0028023810,0.0216600368,0.0737297061,0.0250979894,0.0252412457,0.0134468252,0.0040032424,0.0028387778
2753,0.7145132006,0.0853920069,0.0217459372,0.0160247472,0.0081767198,0.1233811108,0.0190631020,0.0041985981,0.0008619120,0.0066426652
2754,0.5579615608,0.0213786051,0.0032260415,0.0351521312,0.0643824655,0.2044613869,0.0181262851,0.0669344042,0.0101611256,0.0182159942
2755,0.1642596662,0.1099308315,0.5469309786,0.0395459399,0.0321455083,0.0624447351,0.0099167413,0.0022479634,0.0265757984,0.0060018372
